Tipo documento;Nacionalidad;GÈnero;Fecha nacimiento;PaÌs residencia;Municipio residencia;Estrato vivienda;Personas hogar;Tiene internet;Tiene computador;Colegio gÈnero;Calendario;Colegio ·rea;Jornada;Lectura crÌtica;DesempeÒo lectura critica;Matem·ticas;DesempeÒo matem·ticas;Ciencias naturales;DesempeÒo naturales;Ciencias sociales;DesempeÒo sociales;Ingles;DesempeÒo ingles;Puntaje global;Percentil global
TI;COLOMBIA;F;14/09/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;80;4;100;4;100;4;76;4;100;B+;449;100
TI;COLOMBIA;F;14/12/2001;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;MA—ANA;50;2;47;2;41;2;52;2;0;A-;238;26
TI;COLOMBIA;M;3/05/2000;COLOMBIA;POPAY¡N;Estrato 1;3 a 4;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;59;3;48;2;55;2;56;3;66;A2;277;43
CC;COLOMBIA;M;13/05/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;1 a 2;Si;Si;MIXTO;B;RURAL;COMPLETA;65;3;57;3;54;2;61;3;73;B1;302;55
TI;COLOMBIA;M;20/04/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;80;4;100;4;75;4;70;3;85;B+;408;99
CC;COLOMBIA;F;3/02/1999;COLOMBIA;PASTO;Estrato 1;3 a 4;No;No;MIXTO;A;URBANO;NOCHE;46;2;34;1;35;1;39;1;28;A-;188;7
CC;COLOMBIA;F;28/12/1997;COLOMBIA;CALI;Estrato 4;1 a 2;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;43;2;25;1;34;1;39;1;43;A-;179;4
TI;COLOMBIA;M;9/12/2000;COLOMBIA;BARRANQUILLA;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;64;3;61;3;60;3;75;B1;324;66
TI;COLOMBIA;F;24/01/2001;COLOMBIA;CALI;Estrato 3;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;65;3;65;3;59;3;72;B1;329;69
CC;COLOMBIA;F;14/08/1995;COLOMBIA;BOGOT¡Å D.C.;Estrato 1;9 o m·s;Si;No;MIXTO;A;URBANO;SABATINA;49;2;42;2;42;2;48;2;35;A-;222;19
TI;COLOMBIA;F;26/04/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;58;3;58;3;61;3;52;2;71;B1;292;50
CC;COLOMBIA;M;3/09/1999;COLOMBIA;BARRANQUILLA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;61;3;69;3;65;3;68;B1;328;69
CC;COLOMBIA;F;27/01/1999;COLOMBIA;MEDELLÕN;Estrato 1;3 a 4;Si;No;MIXTO;A;URBANO;TARDE;60;3;41;2;49;2;49;2;45;A-;247;30
CR;COLOMBIA;M;13/11/2000;COLOMBIA;GUADALUPE;Estrato 3;3 a 4;No;Si;MIXTO;A;URBANO;SABATINA;38;2;31;1;37;1;34;1;45;A-;179;4
TI;COLOMBIA;M;7/12/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;86;4;81;4;82;4;78;B1;400;99
CC;COLOMBIA;F;2/02/2000;COLOMBIA;MEDELLÕN;Estrato 5;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;66;4;66;3;66;3;62;3;68;B1;326;67
CC;COLOMBIA;M;26/11/1992;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;No;No;MIXTO;OTRO;URBANO;MA—ANA;58;3;53;3;39;1;60;3;41;A-;258;35
TI;COLOMBIA;F;9/12/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;FEMENINO;B;URBANO;MA—ANA;62;3;62;3;62;3;63;3;63;A2;312;60
TI;COLOMBIA;F;7/07/2000;COLOMBIA;ARAUCA;Sin Estrato;9 o m·s;No;No;MIXTO;A;RURAL;SABATINA;31;1;21;1;34;1;25;1;30;A-;140;1
TI;COLOMBIA;M;12/11/2000;COLOMBIA;MEDELLÕN;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;71;4;61;3;67;3;61;3;72;B1;328;68
TI;COLOMBIA;F;6/03/2000;COLOMBIA;CAJIC¡Å;Estrato 6;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;72;4;80;4;72;4;74;4;89;B+;378;94
TI;COLOMBIA;M;14/05/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;46;2;64;3;70;3;86;B+;316;62
TI;COLOMBIA;F;5/02/2000;COLOMBIA;ENVIGADO;Sin Estrato;1 a 2;Si;Si;MIXTO;B;RURAL;COMPLETA;75;4;75;4;71;4;76;4;86;B+;376;94
TI;COLOMBIA;M;23/10/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;73;4;75;4;64;3;74;4;80;B+;361;87
TI;COLOMBIA;M;18/02/2001;COLOMBIA;PALMIRA;Estrato 2;1 a 2;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;60;3;46;2;29;1;52;2;57;A1;238;26
TI;COLOMBIA;M;4/06/1999;COLOMBIA;VICTORIA;Estrato 2;1 a 2;Si;Si;MIXTO;A;URBANO;SABATINA;49;2;38;2;36;1;52;2;40;A-;217;17
CC;COLOMBIA;F;14/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;1 a 2;Si;Si;MIXTO;A;URBANO;MA—ANA;57;3;55;3;58;3;63;3;47;A-;287;48
CC;COLOMBIA;F;28/07/1963;COLOMBIA;CARTAGENA DE INDIAS;Sin Estrato;9 o m·s;Sin respuesta;-;MIXTO;A;URBANO;SABATINA;42;2;29;1;44;2;51;2;35;A-;205;12
TI;COLOMBIA;F;26/07/2002;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;Si;FEMENINO;B;URBANO;COMPLETA;54;3;66;3;57;3;52;2;62;A2;288;48
TI;COLOMBIA;M;25/05/2000;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;COMPLETA;37;2;35;1;43;2;35;1;0;A-;188;7
TI;COLOMBIA;F;18/01/2000;COLOMBIA;CHÕA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;64;3;58;3;59;3;80;B+;308;58
CC;COLOMBIA;F;28/09/1986;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;48;2;41;2;42;2;41;2;34;A-;212;15
TI;COLOMBIA;F;18/07/2001;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;65;3;63;3;62;3;83;B+;333;72
TI;COLOMBIA;F;10/06/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;1 a 2;Si;Si;FEMENINO;B;URBANO;COMPLETA;62;3;60;3;64;3;61;3;75;B1;314;61
TI;COLOMBIA;F;11/10/2000;COLOMBIA;JAMUNDÕ;Estrato 2;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;45;2;55;2;54;2;57;A1;272;41
TI;COLOMBIA;F;29/07/2000;COLOMBIA;CHÕA;Estrato 2;7 a 8;Si;Si;MIXTO;OTRO;URBANO;NOCHE;47;2;60;3;48;2;34;1;46;A-;236;25
CC;COLOMBIA;F;24/11/1999;COLOMBIA;CHÕA;Estrato 4;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;71;4;68;3;68;3;72;4;75;B1;351;81
TI;COLOMBIA;M;1/10/2000;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;75;4;74;4;77;4;79;B+;366;90
TI;COLOMBIA;M;3/06/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;66;3;64;3;45;2;57;A1;292;50
TI;COLOMBIA;F;20/05/2000;COLOMBIA;ZIPAQUIR¡;Estrato 2;3 a 4;No;Si;MIXTO;A;URBANO;MA—ANA;37;2;50;2;46;2;40;1;43;A-;216;17
CC;COLOMBIA;F;14/05/1988;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;3 a 4;Sin respuesta;No;MASCULINO;A;URBANO;NOCHE;53;3;26;1;37;1;44;2;22;A-;193;8
TI;COLOMBIA;M;4/07/2001;COLOMBIA;GUADALAJARA DE BUGA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;69;4;58;3;66;3;62;3;64;A2;319;64
TI;COLOMBIA;M;4/02/2000;COLOMBIA;PALMIRA;Estrato 2;3 a 4;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;53;3;53;3;52;2;45;2;52;A1;254;33
TI;COLOMBIA;M;15/07/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;3 a 4;Sin respuesta;No;MIXTO;A;URBANO;MA—ANA;51;3;35;1;40;1;49;2;50;A1;221;19
CC;COLOMBIA;F;18/09/1999;COLOMBIA;MANIZALES;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;74;4;74;4;78;4;76;4;79;B+;379;95
TI;COLOMBIA;M;19/09/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;SABATINA;56;3;51;3;51;2;45;2;52;A1;254;33
TI;COLOMBIA;M;12/09/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;NOCHE;59;3;53;3;58;3;55;2;61;A2;283;46
TI;COLOMBIA;F;29/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;64;3;66;3;62;3;82;B+;328;68
TI;COLOMBIA;F;31/12/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;55;3;49;2;54;2;70;B1;282;45
CC;COLOMBIA;M;12/04/1986;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;50;2;25;1;40;1;45;2;47;A-;203;11
CC;COLOMBIA;M;15/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;63;3;60;3;61;3;72;B1;317;63
CC;COLOMBIA;M;9/03/1998;COLOMBIA;SAN DIEGO;Estrato 3;5 a 6;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;38;2;31;1;33;1;41;2;49;A1;184;6
TI;COLOMBIA;F;20/09/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;65;3;66;3;69;3;76;B1;338;75
TI;COLOMBIA;M;30/09/1999;COLOMBIA;GUADALAJARA DE BUGA;Estrato 2;3 a 4;No;No;MIXTO;B;URBANO;NOCHE;54;3;40;2;55;2;50;2;53;A1;250;31
CC;COLOMBIA;M;15/09/1999;COLOMBIA;PASTO;Estrato 2;5 a 6;No;No;MIXTO;A;URBANO;TARDE;52;3;49;2;44;2;45;2;37;A-;233;24
TI;COLOMBIA;F;21/10/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;76;4;78;4;73;4;77;4;86;B+;384;96
TI;COLOMBIA;F;7/03/2000;COLOMBIA;PASTO;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;65;3;65;3;63;3;55;2;61;A2;310;59
TI;COLOMBIA;F;10/04/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;TARDE;59;3;45;2;34;1;40;1;51;A1;225;20
TI;COLOMBIA;F;19/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;56;3;52;3;58;3;60;3;67;A2;287;48
CR;COLOMBIA;M;8/10/1999;COLOMBIA;ENVIGADO;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;B;RURAL;COMPLETA;50;2;61;3;60;3;67;3;75;B1;303;56
TI;COLOMBIA;F;26/10/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;68;4;72;4;70;3;72;4;86;B+;358;86
CC;COLOMBIA;F;3/04/1982;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;7 a 8;Si;Si;MIXTO;A;URBANO;NOCHE;46;2;34;1;41;2;37;1;43;A-;199;10
TI;COLOMBIA;F;29/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;58;3;62;3;52;2;59;3;76;B1;296;52
TI;COLOMBIA;F;4/03/2000;COLOMBIA;CALI;Estrato 4;5 a 6;Si;Si;MIXTO;B;URBANO;TARDE;48;2;41;2;48;2;50;2;51;A1;235;25
TI;COLOMBIA;M;3/07/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;83;4;74;4;100;4;79;4;82;B+;419;100
TI;COLOMBIA;M;4/08/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;77;4;77;4;75;4;81;B+;377;94
TI;COLOMBIA;F;1/07/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;75;4;69;3;65;3;67;3;65;A2;343;78
TI;COLOMBIA;F;22/10/2001;COLOMBIA;PASTO;Estrato 2;1 a 2;Si;Si;MIXTO;B;URBANO;MA—ANA;50;2;54;3;55;2;56;3;54;A1;269;39
TI;COLOMBIA;M;26/07/1999;COLOMBIA;CALI;Estrato 2;Sin Respuesta;Si;Si;MIXTO;B;URBANO;COMPLETA;54;3;55;3;58;3;48;2;61;A2;272;41
TI;COLOMBIA;F;19/10/2000;COLOMBIA;FLORIDABLANCA;Estrato 5;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;76;4;100;4;100;4;100;4;84;B+;466;100
CC;COLOMBIA;M;29/11/1998;COLOMBIA;POPAY¡N;Estrato 1;3 a 4;Si;Si;MIXTO;OTRO;URBANO;SABATINA;59;3;57;3;63;3;63;3;55;A1;300;54
TI;COLOMBIA;F;2/12/1999;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;56;3;64;3;64;3;58;A2;310;59
CC;COLOMBIA;F;2/03/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;63;3;56;3;55;2;48;2;76;B1;285;47
TI;COLOMBIA;F;22/05/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;73;4;79;4;79;4;72;4;84;B+;382;96
CC;COLOMBIA;F;18/08/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;TARDE;53;3;37;2;47;2;51;2;62;A2;241;27
TI;COLOMBIA;M;13/07/2000;COLOMBIA;CALI;Estrato 5;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;74;4;100;4;77;4;81;B+;407;99
CC;COLOMBIA;M;29/07/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;50;2;40;2;46;2;44;2;54;A1;228;22
TI;COLOMBIA;F;16/11/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;51;3;55;3;59;3;51;2;65;A2;274;42
CR;COLOMBIA;F;2/09/1999;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;NOCHE;53;3;48;2;48;2;53;2;50;A1;252;32
TI;COLOMBIA;M;16/06/1999;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;64;3;60;3;60;3;63;A2;315;62
TI;COLOMBIA;F;16/08/2000;COLOMBIA;POPAY¡N;Estrato 2;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;62;3;59;3;53;2;52;2;47;A-;279;44
CC;COLOMBIA;M;8/08/1988;COLOMBIA;MANIZALES;Estrato 2;7 a 8;Si;Si;MIXTO;A;URBANO;NOCHE;56;3;52;3;45;2;43;2;50;A1;245;29
TI;COLOMBIA;M;11/06/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;68;3;66;3;68;3;74;B1;342;77
CC;COLOMBIA;M;9/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;No;Si;MIXTO;OTRO;URBANO;SABATINA;51;3;36;2;50;2;44;2;43;A-;225;20
TI;COLOMBIA;M;29/03/2000;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;MA—ANA;44;2;41;2;42;2;41;2;42;A-;210;14
CR;COLOMBIA;F;23/10/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;68;4;60;3;61;3;59;3;81;B+;317;63
CC;COLOMBIA;F;8/11/1998;COLOMBIA;PASTO;Estrato 2;9 o m·s;Si;Si;MIXTO;B;URBANO;MA—ANA;53;3;41;2;48;2;53;2;54;A1;246;29
TI;COLOMBIA;F;8/05/2001;COLOMBIA;RESTREPO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;63;3;59;3;62;3;72;4;64;A2;320;64
TI;COLOMBIA;F;17/04/1999;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;41;2;32;1;39;1;30;1;33;A-;177;4
TI;COLOMBIA;M;8/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;69;4;65;3;62;3;72;4;78;B1;339;75
TI;COLOMBIA;F;24/09/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;49;2;44;2;44;2;63;A2;250;31
TI;COLOMBIA;M;28/08/2000;COLOMBIA;SOACHA;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;53;3;52;3;52;2;56;3;53;A1;266;38
TI;COLOMBIA;F;8/07/2002;COLOMBIA;POPAY¡N;Estrato 4;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;60;3;67;3;68;3;62;3;65;A2;322;65
TI;COLOMBIA;M;11/02/2000;COLOMBIA;-;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;COMPLETA;50;2;42;2;43;2;40;1;44;A-;219;18
TI;COLOMBIA;M;1/08/2000;COLOMBIA;DAGUA;Estrato 1;3 a 4;No;No;MIXTO;A;RURAL;SABATINA;49;2;38;2;38;1;45;2;41;A-;212;15
TI;COLOMBIA;M;15/03/2001;COLOMBIA;MANIZALES;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;69;3;71;4;65;3;75;B1;343;77
TI;COLOMBIA;F;29/03/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;77;4;78;4;78;4;77;4;89;B+;392;98
TI;COLOMBIA;F;26/11/2001;COLOMBIA;CALI;Estrato 2;5 a 6;No;No;MIXTO;B;URBANO;MA—ANA;52;3;48;2;38;1;38;1;44;A-;220;18
TI;COLOMBIA;M;20/11/2001;COLOMBIA;YUMBO;Estrato 2;3 a 4;Si;No;MIXTO;B;URBANO;MA—ANA;43;2;48;2;50;2;46;2;53;A1;236;25
CC;COLOMBIA;F;2/11/1996;COLOMBIA;INÕRIDA;Sin Estrato;5 a 6;No;No;MIXTO;A;URBANO;NOCHE;52;3;37;2;47;2;45;2;36;A-;223;19
TI;COLOMBIA;M;25/11/2001;COLOMBIA;CALI;Estrato 4;7 a 8;Si;Si;MIXTO;B;URBANO;COMPLETA;69;4;65;3;69;3;64;3;69;B1;335;72
TI;COLOMBIA;M;8/09/2001;COLOMBIA;PEREIRA;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;70;4;74;4;69;3;80;4;78;B1;368;91
TI;COLOMBIA;M;5/05/2001;COLOMBIA;BUCARAMANGA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;100;4;85;4;78;4;71;4;90;B+;420;100
CC;COLOMBIA;F;19/05/1983;COLOMBIA;MEDELLÕN;Estrato 2;5 a 6;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;56;3;49;2;42;2;53;2;40;A-;246;29
TI;COLOMBIA;M;19/12/2001;COLOMBIA;POPAY¡N;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;56;3;72;4;68;3;57;3;68;B1;318;63
TI;COLOMBIA;F;10/02/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;TARDE;67;4;52;3;54;2;59;3;53;A1;288;48
CC;COLOMBIA;M;17/03/1999;COLOMBIA;PAMPLONA;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;52;3;50;2;54;2;53;2;41;A-;257;34
TI;COLOMBIA;M;9/08/2000;COLOMBIA;CALI;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;48;2;47;2;53;2;38;1;33;A-;227;21
TI;COLOMBIA;F;1/05/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;73;4;70;3;66;3;70;3;83;B+;354;83
TI;COLOMBIA;M;24/03/2003;COLOMBIA;CALI;Estrato 2;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;43;2;44;2;48;2;57;A1;240;27
TI;COLOMBIA;M;27/09/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;TARDE;55;3;32;1;48;2;57;3;57;A1;243;28
TI;COLOMBIA;F;9/04/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;71;4;56;3;55;2;73;B1;317;62
TI;COLOMBIA;F;27/07/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;No;MIXTO;B;URBANO;MA—ANA;57;3;62;3;52;2;57;3;68;B1;289;49
TI;COLOMBIA;F;19/04/2001;COLOMBIA;PUERTO TEJADA;Estrato 2;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;58;3;53;3;57;3;58;3;49;A1;280;44
TI;COLOMBIA;F;12/07/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;71;4;55;3;59;3;63;3;67;A2;312;60
TI;COLOMBIA;F;20/01/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;1 a 2;Si;Si;MIXTO;OTRO;URBANO;NOCHE;38;2;32;1;31;1;32;1;42;A-;170;2
TI;COLOMBIA;F;29/04/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;No;Si;MIXTO;A;URBANO;NOCHE;47;2;52;3;42;2;41;2;42;A-;226;21
CC;COLOMBIA;M;5/01/1999;COLOMBIA;PEREIRA;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;COMPLETA;52;3;57;3;57;3;54;2;0;A-;275;42
TI;COLOMBIA;F;20/08/2001;COLOMBIA;CALI;Estrato 3;Sin Respuesta;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;55;3;60;3;61;3;65;A2;309;58
TI;COLOMBIA;F;20/12/2000;COLOMBIA;IBAGU…;Estrato 3;5 a 6;Si;No;MIXTO;A;URBANO;MA—ANA;55;3;47;2;49;2;52;2;53;A1;255;33
TI;COLOMBIA;M;18/03/2000;COLOMBIA;MONTERÕA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;72;4;71;4;66;3;84;B+;351;81
TI;COLOMBIA;M;18/09/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MASCULINO;B;URBANO;COMPLETA;77;4;100;4;78;4;71;4;71;B1;403;99
TI;COLOMBIA;F;26/10/2001;COLOMBIA;CALI;Estrato 4;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;60;3;64;3;64;3;63;3;69;B1;316;62
TI;COLOMBIA;F;12/03/2001;COLOMBIA;POPAY¡N;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;65;3;74;4;75;4;76;B1;357;85
TI;COLOMBIA;F;21/05/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;76;4;74;4;73;4;71;4;86;B+;372;92
TI;COLOMBIA;M;27/07/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;68;4;69;3;66;3;73;4;82;B+;350;81
CC;COLOMBIA;F;4/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;71;4;68;3;65;3;66;3;84;B+;344;78
TI;COLOMBIA;F;6/03/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;62;3;66;3;57;3;77;B1;324;66
CC;COLOMBIA;F;2/08/1999;COLOMBIA;CALI;Estrato 6;1 a 2;Si;Si;MIXTO;B;RURAL;COMPLETA;70;4;59;3;66;3;66;3;79;B+;332;71
CE;COLOMBIA;M;31/10/2000;COLOMBIA;ENVIGADO;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;81;4;72;4;71;4;82;B+;372;92
TI;COLOMBIA;M;6/04/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;61;3;55;3;53;2;55;2;63;A2;283;46
TI;COLOMBIA;F;16/02/2000;COLOMBIA;BARRANQUILLA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;84;4;71;4;69;3;84;B+;373;93
TI;COLOMBIA;F;21/04/2001;COLOMBIA;POPAY¡N;Estrato 3;5 a 6;Si;Si;FEMENINO;B;URBANO;MA—ANA;62;3;67;3;63;3;59;3;52;A1;310;59
TI;COLOMBIA;M;31/01/2001;COLOMBIA;PEREIRA;Estrato 2;1 a 2;Si;Si;MIXTO;A;URBANO;MA—ANA;50;2;48;2;53;2;40;1;44;A-;237;25
TI;COLOMBIA;F;24/09/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;74;4;75;4;75;4;85;4;80;B+;387;97
CC;COLOMBIA;M;12/08/1998;COLOMBIA;CARTAGO;Estrato 4;1 a 2;Si;Si;MASCULINO;B;URBANO;MA—ANA;66;4;56;3;46;2;53;2;56;A1;277;43
